guest_id;total_topup_value_tkn;number_topups;total_order_value_tkn;number_orders;topup_method;first_scan_timestamp;first_order_timestamp;first_topup_timestamp;first_topup_after_check_in
898897;180.0;5;179.0;18;mix;2019-07-19 14:58:10;2019-07-19 15:46:28;2019-07-17 19:47:16;2019-07-20 01:02:52
898889;100.0;1;100.0;16;cash;2019-07-19 11:53:23;2019-07-19 18:32:43;2019-07-19 14:36:43;2019-07-19 14:36:43
898898;49.0;1;39.5;5;cash;2019-07-18 19:33:13;2019-07-18 23:39:42;2019-07-18 21:21:43;2019-07-18 21:21:43
898908;0.0;0;0.5;2;cashless;2019-07-19 12:00:01;2019-07-20 09:10:36;;
898906;40.0;1;39.5;9;cash;2019-07-18 12:04:18;2019-07-19 11:35:25;2019-07-19 22:34:16;2019-07-19 22:34:16
898913;9.0;1;9.0;5;cash;2019-07-19 15:11:49;2019-07-19 22:06:09;2019-07-19 20:10:50;2019-07-19 20:10:50
898920;44.0;1;23.0;4;cash;2019-07-20 16:03:49;2019-07-20 17:42:22;2019-07-20 17:33:10;2019-07-20 17:33:10
898882;44.0;1;39.0;8;cash;2019-07-20 16:03:19;2019-07-20 17:41:07;2019-07-20 17:33:34;2019-07-20 17:33:34
898914;50.0;1;44.5;19;cash;2019-07-18 15:44:53;2019-07-19 01:26:48;2019-07-18 16:41:44;2019-07-18 16:41:44
898902;40.0;1;38.2;13;cashless;2019-07-19 20:06:44;2019-07-20 20:25:55;2019-07-17 19:06:24;
898903;79.0;2;71.5;8;cash;2019-07-21 16:49:12;2019-07-21 17:06:00;2019-07-21 16:56:31;2019-07-21 16:56:31
898890;100.0;1;92.9;17;cashless;2019-07-18 21:37:05;2019-07-19 10:32:04;2019-07-16 13:30:43;
898918;100.0;1;96.3;22;cashless;2019-07-18 21:37:17;2019-07-19 10:32:52;2019-07-16 18:23:55;
898895;150.0;1;150.0;40;cashless;2019-07-18 11:09:50;2019-07-18 12:13:37;2019-07-16 20:34:10;
898891;100.0;1;100.0;19;cash;2019-07-18 16:53:48;2019-07-18 17:48:53;2019-07-18 16:57:27;2019-07-18 16:57:27
898888;129.0;2;67.5;13;cash;2019-07-18 17:48:54;2019-07-18 17:55:56;2019-07-18 17:52:05;2019-07-18 17:52:05
898892;150.0;1;63.0;9;cashless;2019-07-18 19:59:11;2019-07-19 20:59:31;2019-07-17 11:21:21;
898911;179.0;2;179.0;18;cash;2019-07-18 15:19:21;2019-07-18 16:29:05;2019-07-18 16:26:05;2019-07-18 16:26:05
898910;129.0;2;90.5;17;cash;2019-07-18 17:49:12;2019-07-18 17:55:31;2019-07-18 17:52:47;2019-07-18 17:52:47
898917;50.0;2;50.0;10;cash;2019-07-19 20:50:37;2019-07-20 13:10:06;2019-07-20 13:07:58;2019-07-20 13:07:58
898909;149.0;1;148.0;20;cash;2019-07-18 15:18:46;2019-07-18 18:28:23;2019-07-18 16:25:45;2019-07-18 16:25:45
898972;139.0;1;40.0;7;cash;2019-07-18 12:56:17;2019-07-18 15:12:27;2019-07-18 14:48:02;2019-07-18 14:48:02
898885;100.0;1;81.4;14;cashless;2019-07-18 12:17:00;2019-07-18 15:39:45;2019-07-16 19:48:40;
898957;80.0;2;80.0;16;cash;2019-07-19 20:30:17;2019-07-19 22:29:41;2019-07-19 20:35:57;2019-07-19 20:35:57
898936;249.0;2;240.0;26;cash;2019-07-18 12:51:47;2019-07-18 15:12:01;2019-07-18 14:47:12;2019-07-18 14:47:12
898966;80.0;2;70.0;17;cashless;2019-07-18 17:36:57;2019-07-19 02:56:12;2019-07-18 15:09:50;2019-07-20 17:05:53
898938;50.0;1;15.0;1;cash;2019-07-19 17:18:18;2019-07-19 17:34:12;2019-07-19 17:25:15;2019-07-19 17:25:15
898937;160.0;3;134.5;32;cashless;2019-07-18 12:20:38;2019-07-18 13:46:56;2019-07-17 07:19:06;2019-07-19 09:40:43
898963;60.0;1;46.2;10;cashless;2019-07-18 12:18:12;2019-07-18 15:40:45;2019-07-15 15:33:41;
898968;200.0;2;146.9;24;mix;2019-07-18 12:18:35;2019-07-18 14:00:22;2019-07-15 15:33:41;2019-07-20 16:04:15
898941;169.0;2;168.5;30;mix;2019-07-18 19:53:17;2019-07-18 21:07:34;2019-07-17 17:34:06;2019-07-21 14:46:41
898950;34.0;1;31.0;7;cash;2019-07-19 13:22:35;2019-07-20 01:53:20;2019-07-19 20:08:25;2019-07-19 20:08:25
898956;70.0;3;67.5;10;mix;2019-07-18 20:08:35;2019-07-18 21:28:19;2019-07-18 19:02:50;2019-07-21 11:50:14
898955;100.0;1;45.5;5;cashless;2019-07-19 18:04:50;2019-07-19 18:50:15;2019-07-19 12:51:43;
898967;249.0;4;200.0;37;mix;2019-07-18 19:52:33;2019-07-18 20:43:27;2019-07-17 20:45:48;2019-07-20 03:59:28
898959;40.0;1;39.0;11;cashless;2019-07-19 15:46:43;2019-07-19 19:45:33;2019-07-15 15:33:42;
898964;40.0;1;22.0;9;cashless;2019-07-19 15:46:21;2019-07-19 21:19:45;2019-07-16 12:03:28;
898975;40.0;1;28.5;8;cashless;2019-07-19 13:26:04;2019-07-19 18:20:51;2019-07-17 23:08:15;
898974;40.0;1;20.0;8;cashless;2019-07-19 19:28:05;2019-07-19 23:30:37;2019-07-19 09:18:56;
898931;60.0;1;37.0;6;cashless;2019-07-19 16:52:12;2019-07-19 22:03:56;2019-07-17 16:38:24;
898930;69.0;1;69.0;16;cash;2019-07-19 16:36:29;2019-07-19 20:56:49;2019-07-19 16:41:10;2019-07-19 16:41:10
898928;60.0;1;58.1;11;cash;2019-07-19 16:37:03;2019-07-19 20:56:59;2019-07-19 16:44:19;2019-07-19 16:44:19
898927;60.0;1;58.0;10;cashless;2019-07-19 16:36:45;2019-07-19 22:59:24;2019-07-19 09:00:33;
898958;90.0;2;76.2;13;cash;2019-07-18 17:24:45;2019-07-18 20:07:57;2019-07-18 18:17:01;2019-07-18 18:17:01
898961;149.0;1;101.5;18;cash;2019-07-18 11:54:07;2019-07-19 20:41:23;2019-07-19 20:34:20;2019-07-19 20:34:20
919786;249.0;3;233.0;25;cash;2019-07-18 12:26:54;2019-07-18 13:38:40;2019-07-18 13:29:40;2019-07-18 13:29:40
898945;329.0;4;327.5;35;cash;2019-07-18 12:26:43;2019-07-18 13:34:32;2019-07-18 13:30:48;2019-07-18 13:30:48
898948;150.0;1;80.5;18;cashless;2019-07-19 21:49:14;2019-07-19 21:56:29;2019-07-19 10:05:02;
898971;100.0;1;100.0;19;cashless;2019-07-18 23:00:58;2019-07-19 13:22:22;2019-07-15 23:15:26;
898926;150.0;1;121.0;27;cashless;2019-07-19 21:50:12;2019-07-19 21:55:48;2019-07-18 22:49:09;
898949;150.0;1;102.0;20;cashless;2019-07-19 21:49:09;2019-07-19 21:56:09;2019-07-19 13:57:05;
898933;134.0;4;112.7;22;mix;2019-07-18 16:12:11;2019-07-18 18:26:29;2019-07-15 20:47:25;2019-07-19 11:31:04
898934;109.0;2;108.0;18;cash;2019-07-18 12:15:19;2019-07-18 23:23:50;2019-07-18 14:34:02;2019-07-18 14:34:02
898954;95.0;2;85.0;15;cash;2019-07-18 12:14:46;2019-07-18 23:24:05;2019-07-18 14:36:18;2019-07-18 14:36:18
898940;110.0;2;109.5;19;cash;2019-07-18 12:15:10;2019-07-18 23:23:58;2019-07-18 14:34:04;2019-07-18 14:34:04
919787;19.0;1;11.0;7;cash;2019-07-19 18:53:12;2019-07-19 22:01:56;2019-07-19 20:31:45;2019-07-19 20:31:45
898942;100.0;1;77.5;17;cashless;2019-07-18 14:41:19;2019-07-18 19:29:12;2019-07-16 22:32:32;
898960;280.0;4;262.5;48;mix;2019-07-18 21:42:25;2019-07-19 02:05:35;2019-07-17 20:11:17;2019-07-21 08:56:25
898944;40.0;1;40.0;10;cashless;2019-07-19 15:43:47;2019-07-19 17:00:30;2019-07-16 02:53:11;
898939;60.0;1;56.5;13;cashless;2019-07-18 22:54:26;2019-07-19 09:49:25;2019-07-17 11:49:13;
898947;60.0;1;58.8;14;cashless;2019-07-19 14:23:02;2019-07-19 19:18:02;2019-07-16 00:44:10;
919788;100.0;2;85.5;13;cashless;2019-07-19 15:43:40;2019-07-19 20:55:51;2019-07-17 10:47:42;2019-07-21 15:05:20
898953;150.0;1;140.0;29;cashless;2019-07-18 19:52:45;2019-07-18 23:49:11;2019-07-16 17:21:37;
899011;100.0;1;96.5;10;cashless;2019-07-18 22:55:14;2019-07-19 19:09:42;2019-07-17 23:02:43;
899023;116.0;5;113.3;22;cash;2019-07-19 17:43:39;2019-07-19 21:13:21;2019-07-19 21:11:45;2019-07-19 21:11:45
898980;100.0;1;65.0;10;cashless;2019-07-20 14:31:37;2019-07-20 16:22:12;2019-07-20 12:25:45;
899015;140.0;2;125.0;18;cashless;2019-07-20 15:57:15;2019-07-20 16:49:29;2019-07-19 09:58:06;2019-07-21 10:57:02
898987;200.0;1;160.5;22;cashless;2019-07-19 18:46:45;2019-07-19 21:55:35;2019-07-16 08:00:41;
899020;150.0;1;148.0;22;cashless;2019-07-18 19:41:59;2019-07-18 21:52:00;2019-07-15 15:33:43;
919789;0.0;0;0.0;0;cashless;2019-07-19 18:46:17;;;
919790;100.0;1;95.0;32;cashless;2019-07-18 20:29:54;2019-07-18 21:52:16;2019-07-17 19:16:30;
899024;100.0;1;48.5;24;cashless;2019-07-18 18:28:15;2019-07-18 20:17:13;2019-07-18 15:44:39;
899021;119.0;2;119.0;24;mix;2019-07-18 20:29:34;2019-07-19 02:11:05;2019-07-18 09:36:45;2019-07-20 23:29:13
899002;40.0;1;7.5;5;cashless;2019-07-18 18:56:54;2019-07-19 09:54:59;2019-07-17 20:08:58;
898999;40.0;1;25.5;5;cashless;2019-07-18 18:56:38;2019-07-19 18:05:04;2019-07-17 19:51:14;
898995;23.0;2;22.0;2;cash;2019-07-18 19:49:51;2019-07-19 11:59:24;2019-07-19 11:50:54;2019-07-19 11:50:54
899007;60.0;1;44.0;11;cashless;2019-07-18 20:08:42;2019-07-19 18:54:19;2019-07-15 15:33:44;
899013;35.0;1;20.0;5;cash;2019-07-18 19:50:29;2019-07-19 17:48:59;2019-07-19 17:26:48;2019-07-19 17:26:48
899019;220.0;3;204.9;30;cashless;2019-07-19 10:14:04;2019-07-19 21:39:53;2019-07-18 19:49:23;2019-07-21 19:17:58
898993;269.0;3;265.0;30;mix;2019-07-18 15:41:30;2019-07-18 23:06:20;2019-07-15 15:33:44;2019-07-21 10:45:30
899016;249.0;2;241.0;24;mix;2019-07-18 15:41:11;2019-07-18 21:50:31;2019-07-15 15:33:44;2019-07-21 10:44:37
899004;50.0;2;48.0;11;cash;2019-07-18 18:25:52;2019-07-21 12:28:13;2019-07-21 12:19:59;2019-07-21 12:19:59
898989;100.0;1;87.6;20;cashless;2019-07-18 20:25:47;2019-07-19 00:38:03;2019-07-18 11:01:07;
898978;40.0;1;21.5;4;cashless;2019-07-18 14:26:51;2019-07-19 22:21:06;2019-07-17 13:36:40;
899001;40.0;1;13.5;6;cashless;2019-07-18 14:27:13;2019-07-19 08:11:21;2019-07-17 13:38:06;
898983;59.0;2;48.5;11;cash;2019-07-19 17:58:38;2019-07-19 21:57:18;2019-07-19 21:15:06;2019-07-19 21:15:06
898985;150.0;1;96.3;13;cashless;2019-07-19 17:57:42;2019-07-19 20:45:00;2019-07-19 13:36:31;
898984;100.0;1;91.5;13;cashless;2019-07-19 18:00:11;2019-07-19 20:45:34;2019-07-19 13:57:03;
898981;124.0;2;105.0;20;mix;2019-07-19 17:58:41;2019-07-19 20:46:13;2019-07-17 18:25:11;2019-07-21 18:47:02
898982;63.0;3;59.0;15;mix;2019-07-18 13:11:53;2019-07-18 18:20:32;2019-07-15 15:33:45;2019-07-21 17:04:36
899014;15.0;1;14.0;2;cash;2019-07-21 15:53:50;2019-07-21 16:24:06;2019-07-21 16:17:45;2019-07-21 16:17:45
898979;100.0;1;56.9;17;cash;2019-07-19 19:38:43;2019-07-19 19:51:02;2019-07-19 19:44:48;2019-07-19 19:44:48
898992;50.0;1;38.0;8;cash;2019-07-19 19:38:58;2019-07-19 19:51:33;2019-07-19 19:45:29;2019-07-19 19:45:29
898986;45.0;1;39.9;8;cash;2019-07-19 19:38:44;2019-07-19 19:51:15;2019-07-19 19:46:10;2019-07-19 19:46:10
899012;160.0;2;158.0;36;cashless;2019-07-18 15:44:33;2019-07-18 11:15:52;2019-07-17 21:33:55;
898996;60.0;1;56.5;14;cashless;2019-07-19 09:39:08;2019-07-19 20:54:18;2019-07-18 18:59:17;
899003;312.0;4;310.8;40;mix;2019-07-18 10:49:28;2019-07-18 17:38:47;2019-07-17 16:30:58;2019-07-20 01:19:16
898990;60.0;2;58.0;17;cash;2019-07-20 14:54:58;2019-07-20 15:03:11;2019-07-20 14:56:44;2019-07-20 14:56:44
899017;278.0;3;277.8;39;mix;2019-07-18 10:49:03;2019-07-18 17:36:01;2019-07-16 20:06:12;2019-07-20 01:19:11
899009;40.0;1;2.0;1;cashless;2019-07-19 12:09:07;2019-07-20 18:46:52;2019-07-15 22:02:10;
899000;0.0;0;1.0;1;cashless;2019-07-19 17:34:56;2019-07-19 23:37:09;;
899005;100.0;1;43.0;5;cashless;2019-07-19 12:08:46;2019-07-19 22:10:56;2019-07-15 21:57:04;
898977;105.0;3;105.0;8;cash;2019-07-18 14:58:13;2019-07-18 19:42:09;2019-07-18 19:36:26;2019-07-18 19:36:26
899006;450.0;3;150.0;17;cashless;2019-07-19 18:28:03;2019-07-19 18:31:02;2019-07-16 12:50:20;
899022;139.0;3;139.0;8;mix;2019-07-18 14:57:36;2019-07-18 19:37:12;2019-07-17 16:20:52;2019-07-19 16:19:25
899049;49.0;1;43.5;4;cash;2019-07-18 22:44:57;2019-07-19 13:50:30;2019-07-19 01:54:47;2019-07-19 01:54:47
898997;60.0;1;48.3;14;cashless;2019-07-18 22:44:24;2019-07-19 01:53:15;2019-07-17 20:27:12;
899030;0.0;0;6.0;2;cashless;2019-07-19 15:26:33;2019-07-20 00:36:52;;
899027;30.0;1;28.5;8;cash;2019-07-18 12:16:19;2019-07-19 13:56:11;2019-07-18 13:05:51;2019-07-18 13:05:51
899033;40.0;1;39.0;10;cashless;2019-07-21 13:59:24;2019-07-21 16:08:37;2019-07-15 15:33:46;
899058;150.0;1;150.0;18;cashless;2019-07-18 15:59:27;2019-07-18 22:18:20;2019-07-17 16:10:35;
899036;40.0;1;27.5;10;cashless;2019-07-18 12:51:46;2019-07-18 21:05:41;2019-07-17 23:42:21;
899063;150.0;1;150.0;15;cashless;2019-07-18 16:00:02;2019-07-18 13:17:50;2019-07-16 17:05:27;
899062;163.0;4;162.5;16;cash;2019-07-18 16:00:36;2019-07-19 03:49:46;2019-07-19 00:40:25;2019-07-19 00:40:25
899060;164.0;3;163.0;20;cash;2019-07-18 16:00:16;2019-07-19 01:34:26;2019-07-19 00:45:51;2019-07-19 00:45:51
899050;60.0;1;58.5;12;cashless;2019-07-18 17:52:31;2019-07-19 00:54:08;2019-07-17 17:57:29;
899057;240.0;4;240.0;27;cashless;2019-07-19 01:39:57;2019-07-19 19:48:27;2019-07-16 22:15:14;2019-07-20 23:24:41
899065;177.0;4;175.5;16;cash;2019-07-18 16:00:02;2019-07-19 03:48:37;2019-07-19 00:44:55;2019-07-19 00:44:55
899038;150.0;1;86.5;14;cashless;2019-07-19 12:29:26;2019-07-19 20:16:57;2019-07-19 00:18:52;
899039;150.0;1;88.0;11;cashless;2019-07-19 15:36:26;2019-07-19 23:57:52;2019-07-19 08:14:26;
899031;64.0;2;59.5;9;mix;2019-07-18 16:33:38;2019-07-19 20:28:54;2019-07-18 10:10:20;2019-07-21 01:36:04
899028;100.0;1;62.5;10;cashless;2019-07-19 15:37:01;2019-07-19 22:40:12;2019-07-19 11:29:47;
899032;100.0;2;100.0;18;mix;2019-07-18 12:04:20;2019-07-18 22:12:43;2019-07-15 20:53:27;2019-07-21 11:30:54
899052;100.0;1;51.0;8;cashless;2019-07-18 16:38:00;2019-07-19 12:35:00;2019-07-18 11:11:55;
899045;430.65;7;420.65;36;mix;2019-07-18 12:30:10;2019-07-18 14:02:59;2019-07-15 15:33:47;2019-07-18 17:28:38
899071;100.0;1;87.5;23;cashless;2019-07-18 16:38:28;2019-07-18 17:36:18;2019-07-15 15:33:47;
899042;190.0;2;185.5;29;mix;2019-07-18 12:59:24;2019-07-18 13:30:29;2019-07-15 18:34:29;2019-07-21 15:03:43
899053;150.0;1;150.0;24;cashless;2019-07-18 12:59:53;2019-07-18 13:30:05;2019-07-15 15:33:47;
899037;60.0;1;13.5;4;cashless;2019-07-19 19:13:59;2019-07-19 21:51:27;2019-07-18 12:18:20;
899048;100.0;1;91.5;15;cash;2019-07-18 16:23:28;2019-07-18 19:39:18;2019-07-18 19:25:29;2019-07-18 19:25:29
899075;60.0;1;25.5;2;cashless;2019-07-19 19:14:34;2019-07-19 20:53:47;2019-07-18 12:58:46;
899044;150.0;2;99.5;19;cash;2019-07-18 16:23:33;2019-07-18 23:30:00;2019-07-18 21:05:17;2019-07-18 21:05:17
899046;100.0;1;66.5;14;cashless;2019-07-18 16:24:58;2019-07-18 17:04:00;2019-07-15 15:33:47;
919793;200.0;1;159.0;34;cashless;2019-07-18 16:22:56;2019-07-18 19:59:19;2019-07-17 13:34:00;
919233;95.0;3;86.0;25;cash;2019-07-18 16:25:02;2019-07-18 19:59:34;2019-07-18 19:28:01;2019-07-18 19:28:01
919794;150.0;1;107.5;25;cash;2019-07-18 16:23:57;2019-07-18 20:51:54;2019-07-18 19:26:08;2019-07-18 19:26:08
899035;163.0;3;156.0;21;cash;2019-07-19 17:18:55;2019-07-19 22:30:02;2019-07-19 20:01:10;2019-07-19 20:01:10
919795;0.0;0;0.0;0;cashless;2019-07-20 15:54:02;;;
899041;0.0;0;3.0;2;cashless;2019-07-20 15:54:33;2019-07-20 23:50:42;;
899061;150.0;1;109.5;21;cashless;2019-07-18 16:47:32;2019-07-18 17:27:55;2019-07-18 12:30:06;
899069;149.0;2;143.5;23;mix;2019-07-19 11:47:34;2019-07-19 14:32:56;2019-07-15 15:33:48;2019-07-20 14:49:58
899072;310.0;4;290.5;38;mix;2019-07-19 11:46:45;2019-07-19 14:34:04;2019-07-18 09:59:55;2019-07-19 21:38:02
919796;160.0;2;154.0;32;cashless;2019-07-18 10:58:52;2019-07-18 15:52:38;2019-07-17 20:24:33;2019-07-20 20:18:48
899051;368.5;4;360.0;31;cashless;2019-07-18 10:58:00;2019-07-18 13:54:27;2019-07-15 15:33:48;2019-07-20 20:14:56
899029;150.0;1;126.0;19;cash;2019-07-18 20:20:36;2019-07-18 21:15:27;2019-07-18 21:06:28;2019-07-18 21:06:28
899026;60.0;1;38.0;9;cashless;2019-07-18 19:47:57;2019-07-18 22:41:31;2019-07-15 15:33:49;
899064;50.0;1;49.0;6;cash;2019-07-18 15:59:10;2019-07-18 16:31:50;2019-07-18 16:28:54;2019-07-18 16:28:54
899068;100.0;2;86.5;22;cash;2019-07-18 17:40:01;2019-07-19 10:42:53;2019-07-19 10:37:37;2019-07-19 10:37:37
899056;60.0;1;38.9;11;cashless;2019-07-20 14:25:44;2019-07-20 16:33:20;2019-07-17 16:34:51;
899054;210.0;3;202.9;35;mix;2019-07-18 18:06:55;2019-07-18 11:34:39;2019-07-15 15:33:49;2019-07-21 12:24:35
899047;200.0;1;183.5;27;cashless;2019-07-18 18:17:08;2019-07-19 03:32:32;2019-07-15 15:33:49;
899040;100.0;2;94.0;10;cashless;2019-07-18 16:01:08;2019-07-18 16:50:06;2019-07-15 15:33:49;2019-07-18 19:28:12
899059;60.0;1;2.5;3;cashless;2019-07-18 16:01:45;2019-07-19 09:10:34;2019-07-15 15:33:50;
899118;195.0;2;160.2;27;mix;2019-07-18 20:27:02;2019-07-18 23:32:03;2019-07-18 14:15:37;2019-07-21 19:26:20
899114;130.0;3;130.0;18;cash;2019-07-18 21:04:57;2019-07-19 13:05:20;2019-07-19 12:56:50;2019-07-19 12:56:50
899112;107.0;3;107.0;18;cash;2019-07-18 21:05:32;2019-07-19 13:03:48;2019-07-19 12:57:32;2019-07-19 12:57:32
899105;145.0;4;145.0;18;cash;2019-07-18 21:04:41;2019-07-19 19:20:02;2019-07-19 16:23:10;2019-07-19 16:23:10
899106;95.0;4;91.5;16;cash;2019-07-18 21:05:17;2019-07-19 16:39:57;2019-07-19 16:22:52;2019-07-19 16:22:52
899101;150.0;1;19.0;3;cashless;2019-07-19 17:01:16;2019-07-19 23:04:05;2019-07-15 15:33:50;
899086;40.0;1;2.0;1;cashless;2019-07-19 17:01:07;2019-07-20 19:18:59;2019-07-15 22:07:16;
899089;100.0;1;65.0;15;cashless;2019-07-18 19:31:30;2019-07-19 12:08:40;2019-07-16 10:00:13;
899098;60.0;1;54.5;18;cashless;2019-07-19 13:26:28;2019-07-19 21:28:17;2019-07-19 11:16:53;
899110;200.0;1;195.0;21;cashless;2019-07-18 18:17:30;2019-07-19 00:24:39;2019-07-16 00:07:27;
899123;60.0;1;59.0;6;cashless;2019-07-19 13:26:56;2019-07-19 22:26:23;2019-07-19 11:33:29;
899080;380.0;4;370.5;45;mix;2019-07-18 17:12:35;2019-07-18 12:26:55;2019-07-15 15:33:50;2019-07-18 18:25:46
899079;100.0;1;98.0;14;cashless;2019-07-18 17:13:03;2019-07-19 09:34:50;2019-07-15 15:33:50;
899084;100.0;1;99.0;12;cashless;2019-07-18 17:11:12;2019-07-19 10:08:32;2019-07-15 15:33:51;
899081;40.0;1;37.8;6;cash;2019-07-18 17:11:34;2019-07-18 23:15:22;2019-07-18 23:10:38;2019-07-18 23:10:38
899115;99.0;1;71.9;12;cash;2019-07-18 12:55:24;2019-07-18 14:32:37;2019-07-18 14:25:01;2019-07-18 14:25:01
899124;100.0;1;23.9;16;cashless;2019-07-18 19:31:57;2019-07-19 18:52:19;2019-07-18 22:06:24;2019-07-18 22:06:24
899116;29.0;2;28.5;11;cash;2019-07-18 14:48:28;2019-07-20 01:18:04;2019-07-20 01:16:33;2019-07-20 01:16:33
899083;200.0;1;199.0;47;cashless;2019-07-18 18:07:41;2019-07-18 18:48:40;2019-07-18 06:08:26;
899082;60.0;2;58.0;12;mix;2019-07-18 14:49:18;2019-07-18 16:02:02;2019-07-18 11:15:48;2019-07-20 19:57:06
899120;150.0;1;148.0;17;cashless;2019-07-19 00:33:25;2019-07-19 01:05:26;2019-07-16 22:07:38;
899085;100.0;1;66.0;17;cashless;2019-07-18 13:33:17;2019-07-18 16:22:14;2019-07-18 16:03:40;2019-07-18 16:03:40
899103;100.0;3;97.5;14;cash;2019-07-19 20:30:47;2019-07-19 22:29:53;2019-07-19 20:36:02;2019-07-19 20:36:02
919797;100.0;1;98.0;14;cashless;2019-07-20 13:03:50;2019-07-20 13:10:22;2019-07-19 22:17:41;
899125;140.0;2;135.0;24;cashless;2019-07-18 12:22:53;2019-07-18 13:46:24;2019-07-15 15:33:51;2019-07-20 18:42:51
899095;100.0;1;75.0;7;cashless;2019-07-19 13:44:07;2019-07-19 23:43:01;2019-07-15 20:44:56;
899119;150.0;1;147.0;23;cashless;2019-07-19 13:44:32;2019-07-19 19:33:26;2019-07-17 07:40:33;
899076;0.0;0;2.0;2;cashless;2019-07-19 13:45:13;2019-07-21 19:04:03;;
899121;60.0;1;58.0;14;cashless;2019-07-19 13:45:39;2019-07-19 23:07:52;2019-07-15 15:33:52;
899122;49.0;2;46.0;11;cash;2019-07-18 17:21:43;2019-07-19 09:52:15;2019-07-19 09:42:58;2019-07-19 09:42:58
899099;150.0;1;122.5;21;cashless;2019-07-19 12:44:25;2019-07-19 13:34:39;2019-07-18 16:48:59;
899096;54.0;2;51.5;18;mix;2019-07-19 18:44:30;2019-07-19 23:40:08;2019-07-16 22:13:22;2019-07-21 02:32:54
899108;0.0;0;5.0;2;cashless;2019-07-19 12:44:43;2019-07-21 13:23:38;;
899077;30.0;1;20.0;4;cash;2019-07-20 15:03:01;2019-07-20 16:24:00;2019-07-20 15:05:48;2019-07-20 15:05:48
899109;100.0;1;57.5;11;cashless;2019-07-18 10:03:48;2019-07-18 12:45:51;2019-07-17 12:27:34;
899094;100.0;1;80.0;14;cashless;2019-07-18 10:26:44;2019-07-18 12:46:10;2019-07-15 15:50:38;
899104;100.0;1;58.0;10;cashless;2019-07-18 15:58:38;2019-07-19 12:28:11;2019-07-16 12:33:44;
899113;100.0;1;99.5;24;cashless;2019-07-18 10:00:49;2019-07-18 12:46:01;2019-07-16 14:04:39;
899111;100.0;1;88.0;33;cashless;2019-07-18 15:58:56;2019-07-18 18:19:20;2019-07-15 15:33:52;
899087;79.0;2;78.1;14;cash;2019-07-18 18:37:43;2019-07-18 22:21:10;2019-07-18 22:05:39;2019-07-18 22:05:39
899078;150.0;1;102.3;17;cashless;2019-07-18 12:46:15;2019-07-18 22:05:52;2019-07-17 10:11:18;
899088;61.0;2;61.0;12;mix;2019-07-19 17:12:27;2019-07-19 23:30:07;2019-07-15 15:33:53;2019-07-21 15:38:37
899162;110.0;2;67.0;18;mix;2019-07-19 16:56:33;2019-07-19 22:10:00;2019-07-15 15:33:53;2019-07-21 18:17:40
899164;100.0;1;97.0;13;cashless;2019-07-19 16:56:55;2019-07-19 18:12:04;2019-07-18 21:07:39;
899139;100.0;1;50.0;10;cashless;2019-07-19 18:30:13;2019-07-19 23:36:15;2019-07-15 15:33:53;
899132;60.0;1;31.5;9;cashless;2019-07-19 13:54:35;2019-07-19 18:54:32;2019-07-16 09:37:07;
899172;100.0;1;98.0;16;cashless;2019-07-19 11:51:37;2019-07-19 20:02:41;2019-07-19 09:33:20;
899126;260.0;2;193.5;22;cashless;2019-07-18 10:54:45;2019-07-19 10:21:29;2019-07-18 16:53:42;2019-07-18 16:53:42
899137;300.0;1;281.4;26;cashless;2019-07-18 10:55:16;2019-07-18 15:57:27;2019-07-15 15:33:53;
899138;269.0;2;261.7;32;cash;2019-07-18 10:56:41;2019-07-19 13:16:15;2019-07-19 13:10:49;2019-07-19 13:10:49
899133;297.0;3;296.8;39;cash;2019-07-18 10:56:10;2019-07-18 16:11:02;2019-07-18 16:07:49;2019-07-18 16:07:49
899157;200.0;1;200.0;28;cashless;2019-07-19 16:12:12;2019-07-19 18:54:55;2019-07-15 15:33:53;
899158;150.0;1;150.0;26;cashless;2019-07-19 16:13:19;2019-07-19 20:15:21;2019-07-15 15:33:54;
899160;150.0;1;150.0;38;cashless;2019-07-19 16:24:43;2019-07-19 20:10:03;2019-07-17 19:18:51;
899174;60.0;2;52.5;9;cash;2019-07-18 21:20:17;2019-07-19 04:21:28;2019-07-19 01:05:22;2019-07-19 01:05:22
899161;150.0;1;138.0;31;cashless;2019-07-19 16:11:05;2019-07-19 20:16:13;2019-07-17 16:50:36;
919798;147.0;3;145.5;17;cash;2019-07-18 17:39:32;2019-07-19 01:40:02;2019-07-18 23:18:27;2019-07-18 23:18:27
899175;49.0;1;39.5;7;cash;2019-07-18 20:57:43;2019-07-20 00:48:29;2019-07-20 00:45:51;2019-07-20 00:45:51
899166;30.0;1;21.5;14;cash;2019-07-18 18:59:21;2019-07-19 23:22:05;2019-07-19 19:58:10;2019-07-19 19:58:10
899163;89.0;2;70.5;9;cash;2019-07-18 20:58:05;2019-07-20 00:48:14;2019-07-20 00:45:34;2019-07-20 00:45:34
899134;0.0;0;29.0;9;cashless;2019-07-18 20:57:20;2019-07-19 21:51:49;;
899156;100.0;1;99.5;9;cashless;2019-07-19 15:22:33;2019-07-19 23:51:36;2019-07-15 15:33:54;
899131;100.0;1;100.0;19;cashless;2019-07-19 15:23:01;2019-07-19 23:34:08;2019-07-17 12:47:58;
899159;150.0;1;63.5;14;cashless;2019-07-18 16:06:13;2019-07-18 22:14:40;2019-07-17 23:58:05;
